Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos
9,entity,C1442792,State,ftcn,state,888,1208,1213
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2347379,Observation Result,fndg,res,1000,16,19
1,entity,C0205160,Negative,fndg,negative,1000,37,45
1,entity,C0817096,Chest,blor,chest,901,59,64
1,entity,C0034571,roentgenographic,ftcn,#NAME?,901,66,70
2,entity,C0039476,Temperature,qnco,temperature,694,79,90
2,entity,C0441889,Levels (qualifier value),qlco,degree,1000,133,139
2,entity,C0205250,High,qlco,higher,1000,143,149
2,entity,C3817553,100%,qnco,100,623,155,158
2,entity,C0449286,Degree or extent,qnco,degrees,623,159,166
2,entity,C0205448,Two,qnco,two,888,228,231
3,entity,C0205251,low,qlco,low,694,286,289
3,entity,C0184661,Interventional procedure,topp,PROCEDURE,694,365,374
4,entity,C0020517,Hypersensitivity,patf,ALLERGY,812,470,477
4,entity,C0205448,Two,qnco,two,660,486,489
4,entity,C0018787,Heart,bpoc,COR,833,507,510
4,entity,C0336932,Surfing,dora,SURF,660,540,544
5,entity,C1096155,Macrophage Activation Syndrome,dsyn,mass,645,599,603
6,entity,C2346726,aluminum cation,"elii,phsu",AL3,623,666,669
7,entity,C0039225,Tablet Dosage Form,bodm,Tab,660,700,703
8,entity,C1511726,Data,idcn,DATA,861,762,766
8,entity,C3161035,Model,inpr,model,827,783,788
9,entity,C2603361,P prime,clna,p,743,853,854
9,entity,C0205307,Normal,qlco,normal,743,893,899
9,entity,C0439175,% of total,qnco,total,743,908,913
9,entity,C3899193,Extended Glasgow Outcome Scale Questionnaire,inpr,gose,1000,929,933
9,entity,C0700351,Burs - medical device,medd,bur,861,947,950
9,entity,C0020580,Hypesthesia,fndg,numbness,763,971,979
10,entity,C4533736,Low pressure,fndg,low pressure,840,1024,1036
10,entity,C0030705,Patients,podg,patient,1000,1044,1051
10,entity,C0520510,Materials,sbst,material,567,1168,1176
10,entity,C1516151,Callback,ftcn,callbacks,580,1224,1233
11,entity,C0019664,History,ocdi,History,1000,1244,1251
