Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,879,998,"Encodency : She did ause was infect on 2/95 shough months , no sguened her in Vanceral ultrativem and the Zatase mas .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1442456,2 Months,tmco,2/95 shough months,824,918,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1096155,Macrophage Activation Syndrome,dsyn,mas,861,992,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,998,1109,Bilites of flext to the Mr. as operation for 7.3 mg pinodily / buch drawn and 150 on placed bowe the patient .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0543467,Operative Surgical Procedures,topp,operation,1000,1029,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1533810,Placement action,hlca,placed,694,1083,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,1099,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,1109,1215,Fon LINSS : Her / polestibutes No followed by his proceed vilaterolesterior at the oth HLUN Cc was given f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0444939,Fons,inpr,Fon,694,1109,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,37,Test Data 004: phosphokinase levels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0031727,Phosphotransferases,"aapp,enzy",phosphokinase,694,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,37,125,"Her abdominal pain was gone by the next hospital day , and her electrolytes normalized.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0000737,Abdominal Pain,sosy,abdominal pain,1000,41,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0205117,Adjacent,spco,next,901,72,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0587438,Day hospital,"hcro,mnob",hospital day,901,77,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0013832,Electrolytes,"inch,phsu",electrolytes,1000,100,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,125,509,"The patient had some mild diarrhea , which slowly resolved , and she remained in atrial fimiturial fibriluation 57 , no flucorder bili is Facine valating Surffliced for an eye for the ting further facive infiltral emergenes insulitic asfaectation of Musstional prn Hospital normal PRasosidonal feft fluid nowaled right which ralesina tube onlyth wiate thise addily insussivectomins .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0030705,Patients,podg,patient,1000,129,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0011991,Diarrhea,sosy,diarrhea,861,151,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0439834,Slow,qlco,slowly,1000,168,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0018792,Heart Atrium,bpoc,atrial,791,206,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0201913,"Bilirubin, total measurement",lbpr,bili,861,255,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0015392,Eye,bpoc,eye,1000,297,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0723760,Ting,"orch,phsu",ting,545,309,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C1517331,Further,spco,further,545,314,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C3686577,Insulitis,dsyn,insulitic,545,349,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,,,gngm,prn,705,386,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0019994,Hospitals,"hcro,mnob",Hospital,705,390,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205307,Normal,qlco,normal,705,399,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0005889,Body Fluids,bdsu,fluid,705,424,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205090,Right,spco,right,705,438,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C1561954,tube,mnob,tube,629,459,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,relation,7,1,C0011991,sosy,,,0,,,,,,,,,,861,151,159,AUX,PROCESS_OF,,137,140,1,1,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,129,136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,509,592,"IKl , Catpured - thruethal history to Brayme in no midder one 10 literle on 6/19 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0019664,History,ocdi,history,827,536,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0205447,One,qnco,one,583,567,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,592,738,"She delives anemigas whlucu- was 12.1 mg p07.aly D : 42 , equargeve 81 bedri80 p who comfainated hydrrit in yes were here incisional sline 8 mg .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C1425988,ALYREF gene,gngm,aly,768,637,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0439422,milligram/day,qnco,mg p07.aly D,768,630,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C1710701,YES1 wt Allele,gngm,yes,1000,700,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0184898,Surgical incisions,topp,incisional,764,714,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,738,839,"Given demonstrated Deprested aginen inotomysis , hospital repent with your assection on ecod PN-16 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C1442162,GIVEN,cnce,Given,637,738,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,787,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0219433,"POSTN protein, human","aapp,bacs",PN-16,827,831,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,839,979,"She presented : Ent Elacyinal Jusy ANPOUucise ,nee bove Sephrologide ) 171 , mortise Rhoulven 7.1 , 01/30 Mn. as mencalitical with a diet .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C3889152,NT5E wt Allele,gngm,Ent,645,855,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1979932,Mortise,spco,mortise,812,916,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0012155,Diet,food,diet,1000,972,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,979,1055,"She unatmoor tumony folly for two to Cold extremity bilateral , no rknoty .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205448,Two,qnco,two,1000,1009,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0277925,Cold extremities,fndg,Cold extremity,1000,1016,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0238767,Bilateral,spco,bilateral,1000,1031,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,1055,1061,SMR .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0036154,San Marino,geoa,SMR,1000,1055,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,1061,1122,"Cirosuasium , 0426 wase germulang atery JVFss mednilitosis .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,1122,1215,"Niutes / p LAD Eme months family moderate grause bilitute buny lognesis , uncomplamitident of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,,,gngm,LAD,499,1133,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0270855,Early myoclonic encephalopathy,dsyn,Eme,499,1137,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0439231,month,tmco,months,499,1141,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0015576,Family,famg,family,499,1148,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1881878,Moderation,qlco,moderate,499,1155,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,110,Test Data 005: , DIS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0155626,Acute myocardial infarction,dsyn,ACUTE MYOCARDIAL INFARCTION,622,17,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1519316,Signature,inpr,Signed,622,47,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,622,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0586177,Report status,fndg,Report Status,840,89,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1519316,Signature,inpr,Signed,1000,104,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,49,Discharge Date: 10/9/2005 ATTENDING: GIUSEPPE C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C2361123,Discharge date,tmco,Discharge Date,1000,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C3842590,10%,qnco,10,645,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,49,62,MAROTTI M.D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C1512018,Doctor of Medicine,inpr,M.D,901,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,62,83,SERVICE: Cardiology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0557854,Services,ocac,SERVICE,1000,62,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,83,164,ADMISSION INFORMATION : She was treated with a patient on the left prophyloced .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C2599639,Admission Information,inpr,ADMISSION INFORMATION,1000,83,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,130,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0205091,Left,spco,left,694,145,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,164,227,The patient was treated with a chest pain and a chemotherapy .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,1000,168,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0008031,Chest Pain,sosy,chest pain,1000,195,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0013216,Pharmacotherapy,topp,chemotherapy,1000,212,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,227,268,The patient was treated with a patient .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,231,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,258,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,268,415,The patient was treated with a chest pain and an evaluation and clear to the patient was therefore to the patient with a partial fluid and a day .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,272,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0008031,Chest Pain,sosy,chest pain,1000,299,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0220825,Evaluation,hlca,evaluation,1000,317,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,345,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,374,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0728938,Partial,qnco,partial,888,389,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0005889,Body Fluids,bdsu,fluid,888,397,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0332173,Daily,tmco,day,1000,409,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,relation,2,1,C0005889,bdsu,,,0,,,,,,,,,,888,397,402,PREP,PART_OF,,382,386,5,1,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,374,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,415,471,The patient was treated with a results were softology .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030705,Patients,podg,patient,1000,419,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C1274040,Result,ftcn,results,966,446,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,471,527,The patient was treated with a results were softology .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,475,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C1274040,Result,ftcn,results,966,502,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,527,641,"The patient was transferred to the procedure , the patient was subsequently drain with a results were softology .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,531,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0184661,Interventional procedure,topp,procedure,1000,562,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,578,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0013103,Drainage procedure,topp,drain,861,603,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1274040,Result,ftcn,results,966,616,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,relation,0,0,C0013103,topp,,,0,,,,,,,,,,861,603,608,SPEC,ISA,,562,608,0,0,C0184661,Interventional procedure,topp,topp,,,procedure,,,0,1000,562,571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,641,685,The patient was treated with a low stable .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,645,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0205251,low,qlco,low,694,672,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,685,743,The patient was treated with a patient with a presented .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,689,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,716,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0449450,Presentation,idcn,presented,1000,731,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,743,874,The patient was taken to the Encisopecy and the patient was proved to the postoperative day on of the the patient with a patient .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030705,Patients,podg,patient,1000,747,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030705,Patients,podg,patient,1000,791,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0332173,Daily,tmco,day,861,831,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030705,Patients,podg,patient,1000,849,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030705,Patients,podg,patient,1000,864,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,874,931,The patient was admitted to the day and a chemotherapy .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0030705,Patients,podg,patient,1000,878,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0332173,Daily,tmco,day,1000,906,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0013216,Pharmacotherapy,topp,chemotherapy,1000,916,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,931,1009,The patient was treated with a patient with a scale the patient with a pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030705,Patients,podg,patient,1000,935,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030705,Patients,podg,patient,1000,962,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030705,Patients,podg,patient,1000,987,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030193,Pain,sosy,pain,1000,1002,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,relation,1,1,C0030193,sosy,,,0,,,,,,,,,,1000,1002,1006,PREP,PROCESS_OF,,995,999,4,1,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,987,994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,text,1009,1087,"The patient was summary at the procedure , he was treated with a chest pain .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0030705,Patients,podg,patient,1000,1013,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0184661,Interventional procedure,topp,procedure,1000,1040,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0008031,Chest Pain,sosy,chest pain,1000,1074,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,relation,3,1,C0184661,topp,,,0,,,,,,,,,,1000,1040,1049,VERB,TREATS,,1059,1066,1,1,C0008031,Chest Pain,sosy,sosy,,,chest pain,,,0,1000,1074,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,text,1087,1102,The patient was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,entity,C0030705,Patients,podg,patient,1000,1091,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,110,Test Data 006: , DIS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0155626,Acute myocardial infarction,dsyn,ACUTE MYOCARDIAL INFARCTION,622,17,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1519316,Signature,inpr,Signed,622,47,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,622,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0586177,Report status,fndg,Report Status,840,89,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1519316,Signature,inpr,Signed,1000,104,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,49,Discharge Date: 10/9/2005 ATTENDING: GIUSEPPE C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C2361123,Discharge date,tmco,Discharge Date,1000,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C3842590,10%,qnco,10,645,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,49,62,MAROTTI M.D.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C1512018,Doctor of Medicine,inpr,M.D,901,57,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,62,83,SERVICE: Cardiology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0557854,Services,ocac,SERVICE,1000,62,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,83,184,ADMISSION INFORMATIONS : The patient was treated with symphaiting and clear to the postoperatively .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C2599639,Admission Information,inpr,ADMISSION INFORMATIONS,983,83,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,112,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,184,228,The patient was treated with a low stoman .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,1000,188,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0205251,low,qlco,low,694,215,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,228,271,The patient was summany prothrombin time .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,232,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0033707,Prothrombin time assay,lbpr,prothrombin time,901,252,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,271,297,There were no continued .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0549178,Continuous,idcn,continued,1000,285,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,297,362,The patient was admitted to the postoperatively with a surgery .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030705,Patients,podg,patient,1000,301,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,362,417,The patient was taken to the the patient with a past .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,366,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,395,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C4284302,EHD1 wt Allele,gngm,past,1000,410,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,relation,1,1,C4284302,gngm,,,0,,,,,,,,,,1000,410,414,PREP,PART_OF,,403,407,2,1,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,395,402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,417,470,She was subsequently being her pain of the patient .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030193,Pain,sosy,pain,1000,448,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,460,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,470,552,At that time with postoperative day twe bowel subs to the aspiration was needed .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
